video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description
xpEnLNMjxe4,17.14.11,отоБРАТСКИЙ ПОЛУОСТРОВ,Om TV,25,2017-11-13T13:39:17.000Z,"ом тв|""новости""|""обращение к федеральному собранию""|""дотационные регионы России""|""дотационный регион""|""экономика России""|""экономическая ситуация в России""|""дотации из бюджета""|""правительство России""|""Медведев""|""реформы""|""промышленость""|""строительство дорог""|""строительство моста""|""экономическая политика""|""Путин поднял Россию""|""четвертый срок""|""экономический рост""|""отбирают земельные участки""",117399,11781,304,1209,https://i.ytimg.com/vi/xpEnLNMjxe4/default.jpg,False,False,False,"Кремлевская авантюра по возвращению земель стала тяжелым камнем на шее, который утаскивает Россию на дно. Канал #OmTV существует благодаря просмотрам наших зрителей в Youtube. Информация для желающих поддержать проект финансово: https://goo.gl/QA9Kjt . НОВЫЕ ВИДЕО OmTV всегда по ссылке: https://goo.gl/6LKjUa"
9wamF6bhzeE,17.14.11,Красноярский рабочий - 26 Бакинский Комиссаров 13.11.2017,kraschp,22,2017-11-13T04:06:38.000Z,[none],10659,8,3,2,https://i.ytimg.com/vi/9wamF6bhzeE/default.jpg,False,False,False,Видео проекта http://axioma.tv компании Аксиома http://24axioma.ru
DdFmiybyLOo,17.14.11,Интервью Генерального директора ООО Московский Офисный Центр о новом социальном проекте СитиТВ !,Московский Офисный Центр в Москва - Сити,22,2017-11-09T12:47:45.000Z,"сититв|""команда""|""директор""|""площадка""|""локация""|""сотрудничество""|""моц""|""московскийофисныйцентр""|""москвасити""|""проект""|""съёмки""|""конференции""|""нетворкинг""|""bussineswomen""|""моцтв""",3978,414,1,0,https://i.ytimg.com/vi/DdFmiybyLOo/default.jpg,False,False,False,"Ну что, пополняем наш YouTube канал МОЦТВ новым произведением нового социального проекта #СитиТВ🎩\nКоманда #МОЦ объединяет людей, предоставляет место, где им творить и наблюдаем за успехом!\nИ в главной роли данного ролика обворожительная, целеустремленная, деловая bussineswomen, эксперт по инвестициям  - Ксения Валерьевна!\n.\n.\n.\nhttp://ukors.ru/legal\nhttp://88003336328.ru/"
2KlX3Sza2Uo,17.14.11,⭐Собираем двухъярусный кремовый торт⭐- Я - ТОРТодел!,Я - ТОРТодел!,22,2017-11-13T09:00:46.000Z,"торты|""рецепты""|""мастичный торт""|""мастика""|""торт на праздник""|""тортодел""|""я тортодел""|""красный торт""|""кремовый корт""|""творжный крем""|""двухъярусный торт""|""ганаш""|""ссср""|""торт ссср""|""красный крем""|""комсомольский торт""|""торт на юбилей""|""леденцы""|""торт с леденцами""|""пряничные топперы""|""топперы для торта""",16408,1053,48,128,https://i.ytimg.com/vi/2KlX3Sza2Uo/default.jpg,False,False,False,"Перед сборкой торта, в моей голове обычно перечень задач. В этот раз три пункта особо ярко выделялись комсомольским красным цветом.)) Собрать торт в два яруса  так, чтобы он не развалился по дороге., плюс в оформлении не должно быть мастики и он должен быть не такой как у всех. Задача выполнена! \nP.S. К тому же я получаю удовольствие от оформления таких тортов))\n\n➡ Крем: \nТворог - 375 гр.\nПудра. сахар. - 120 гр.\nСгущенка - 105 гр\nМасло. слив. - 255 гр.\n\n➡➡ Интернет магазин Успешный Кондитер - https://breadbaking.ru ( СКИДКА 6% по промокоду Ятортодел )\n➡ САХАРНАЯ БУМАГА TORTDECOR 50 ЛИСТОВ ( https://breadbaking.ru/catalog/food_printing/saharnaya_bumaga_tortdecor/ )\n➡ ПИЩЕВОЙ ПРИНТЕР МОДЕЛЬ ТОРТ 3 РАСШИРЕННЫЙ КОМПЛЕКТ ( https://breadbaking.ru/catalog/food_printing/food_printer_model_cake_3_extended_set/ )\n➡ СПЕЦИАЛЬНЫЙ ГЕЛЬ ДЛЯ ВАФЕЛЬНОЙ БУМАГИ ГЛЯНЕЦ 100 МЛ ( https://breadbaking.ru/catalog/konditerskie_ingredienty/gel_glyanets_dlya_sedobnykh_kartinok_na_vafelnoy_bumage_100_ml/  )\n➡ АЭРОГРАФ КОНДИТЕРСКИЙ VOGUEAIR ( https://breadbaking.ru/catalog/pishchevye_aerografy/airbrush_confectionery_vogueair/ )\n➡ СУХИЕ КРАСИТЕЛЯ ВОДОРАСТВОРИМЫЕ \n ( https://breadbaking.ru/catalog/sukhie_krasitelya_vodorastvorimye/ \n\n➡ Параметры Торта ( без оформления ) на видео:\nВес 3450 гр (без оформления)\nВысота ниж. яр.11 см, вер. яр. 10 см\nШирина ниж. яр.21 см, вер. яр. 13 см\n\n\n✔ Я в Instagram:           https://goo.gl/LuTHuc @i_tortodel\n✔ Я в twitter:                  https://twitter.com/i_tortodel\n✔ Группа ВКонтакте   https://vk.com/Tortodel_p\n✔ Группа в ОК              http://ok.ru/Tortodel163groupe\n✔ Канал моих Детей: https://goo.gl/NJ2pD3 🌞\n✔  Моя партнерка       http://join.air.io/tortodel\n✔ Подписывайтесь    https://goo.gl/ZBwq20 \n     и не забывайте про колокольчик! :)\n💲 На новую кухню https://goo.gl/f5V7Rj ✔\n\n🔰  Последние 5 выпусков: 🔰\n\n➡ Торт Холодное сердце без мастики ( https://youtu.be/n1sjt7ryOOU )\n➡ Вкуснейший торт с 🍫шоколадным муссом и 🍒вишней в карамели ( https://youtu.be/NsWquP2QKNo )\n➡ Фигурка Милой Собачки из мастики ( https://youtu.be/eacpkvTE5j0 )\n➡ 🍐Лучший крем для фруктового торта🍎 ( https://youtu.be/9u25-4hL-dI )\n➡ Безумно вкусный торт 🍫Шоколад-Банан🍌 ( https://youtu.be/bYpuERQv950 )\n\n---------------------------------------\n⭐Собираем двухъярусный кремовый торт⭐  #тортодел  #гляссаж #рецепт  #видеокулинария  #видеорецепт Yolanda Gampp своими руками дома HOW TO CAKE IT мастер класс в  домашних условиях\n---------------------------------------\nКомпозиция Airport Lounge - Disco Ultralounge принадлежит исполнителю Kevin MacLeod. Лицензия: Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/).\nОригинальная версия: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100806.\nИсполнитель: http://incompetech.com/\n\n#торты #рецепты #мастичный #торт #мастика #праздник #тортодел #я #красный #кремовый #корт #творжный #крем #двухъярусный #ганаш #ссср #комсомольский #юбилей #леденцы #леденцами #пряничные #топперы #для #торта\n\n#торты #рецепты #мастичный #торт #мастика #праздник #тортодел #я #красный #кремовый #корт #творжный #крем #двухъярусный #ганаш #ссср #комсомольский #юбилей #леденцы #леденцами #пряничные #топперы #для #торта"
dZh9-iRBv74,17.14.11,Все грехи фильма Звёздные войны: Эпизод 1 – Скрытая угроза - Часть 2,kinomiraru,1,2017-11-13T18:27:25.000Z,"все грехи фильма Скрытая угроза|""Все грехи фильма Звездные войны""|""все грехи фильма""|""киномирару""|""kinomiraru""|""киногрехи""|""грехи""|""киноляпы""|""ляпы""|""киноошибки""|""ошибки""|""сюжетные дыры""|""fail""|""sins""|""cinemasins""|""обзор""|""кинообзор""|""кинокритика""|""обзор фильма""|""movie""",50269,4229,150,398,https://i.ytimg.com/vi/dZh9-iRBv74/default.jpg,False,False,False,"►Выиграй крутые гаджеты тут: https://goo.gl/eSvRyM \nПромокод на 50 рублей - kinomiraru1 \n►Канал Ranbox: https://goo.gl/ajAqA7\n\nВсе грехи фильма Звёздные войны: Эпизод 1 – Скрытая угроза - Часть 2\nСледующий выпуск: Тройной форсаж: Токийский дрифт\nПоддержать развитие канала: карта VISA 4762 0859 9635 3703, ЯндексДеньги 410012455665133, WMR 339830962174\n\nСайт http://kino-mira.ru\nВКонтакте https://vk.com/kinomira\nПо вопросам рекламы обращаться: reklama.youtube.ru@mail.ru\nhttps://m.vk.com/evgen_lapen\n\nФильм: Звёздные войны: Эпизод 1 – Скрытая угроза. Режиссер: Джордж Лукас. Продюсер: Рик МакКаллум. Год показа: 16 мая 1999.\n\n#киногрехи\n#киноляпы\n#kinomiraru"
GTUaGj6S36Y,17.14.11,Разведка маршрута под новые серии.,AcademeG DailyStream,15,2017-11-12T20:40:36.000Z,[none],305745,12160,954,721,https://i.ytimg.com/vi/GTUaGj6S36Y/default.jpg,False,False,False,Куртка как у AcademeG'a и другая одежда с символикой https://vk.cc/7kB6Jx\nОригинальный магазин сувениров - http://academeg-store.ru
PJPPvnuVhbo,17.14.11,Улан Саляновду атайын буюртма менен өлтүрүшкөн деп ойлоп жатабыз дейт туугандары,Super.kg,22,2017-11-13T11:23:47.000Z,"super|""kg""|""супертв""|""видеоклип""",38937,138,38,106,https://i.ytimg.com/vi/PJPPvnuVhbo/default.jpg,False,False,False,SUPER.KG порталына жайгаштырылган материалдар жеке колдонууда гана уруксат. Жалпыга таратуу SUPER.KG порталынын редакциясынын жазуу түрүндөгү уруксаты менен гана болушу мүмкүн.
pE4qJWdFUfg,17.14.11,"Игромания! Игровые новости, 13 ноября (Red Dead Redemption 2, FIFA 18, Ведьмак, Call of Duty)",Журнал Игромания,20,2017-11-13T15:49:55.000Z,"videomania|""видеомания""|""игромания""|""журнал игромания""|""igromania""|""igromania.ru""|""итоги недели""|""игровые новости""|""во что поиграть""|""топ продаж""|""лучшие игры""|""лучшие компьютерные игры""|""лучшие игры 2016""|""самые ожидаемые игры 2017""|""лучшие игры для пк""|""лучшие игры для xbox""|""лучшие игры для playstation""|""лучшие игры для pc""|""лучшие ролевые игры""|""железный цех""|""обзоры игр""|""обзоры железа""|""игры""|""Red Dead Redemption 2""|""fifa""|""fifa 18""|""ведьмак""|""call of duty""",57913,3174,122,179,https://i.ytimg.com/vi/pE4qJWdFUfg/default.jpg,False,False,False,Игровые новости - это еженедельная передача о самых главных событиях в индустрии за последнее время. Сегодня мы расскажем про микротранзакции в Red Dead Redemption 2; возможном прекращении выпуска FIFA на ежегодной основе; будут ли новые игры в серии Ведьмак и о многом другом. \n\nНаш продюсер трансляций Вова Акиньшин вводит в мир киберспорта Артема Нечаева: https://www.igromania.ru/link/3709-56db-db0a/\n\nСмотрите также:\nИгровые новости  - https://www.youtube.com/watch?v=A0Z8OcsFeFQ&index=1&list=PLH5ceSK_aebsEbSGjyXtM36PRmvOmZLTR\nВо что поиграть  - https://www.youtube.com/watch?v=8o9-zNKU_Kc&index=1&list=PLH5ceSK_aebtn-NmKq1ywas_RDhTGizJN\nОбзоры - https://www.youtube.com/watch?v=WWNm92asKFw&list=PLH5ceSK_aebtyS8bwCUn1DsqnD0L2Y6Se\nРаспаковка / Unboxing! - http://www.youtube.com/playlist?list=PLC5E488EB1445E673\nРепортажи - http://www.youtube.com/playlist?list=PL06CDF44BE0C83C34\nПревью - http://www.youtube.com/playlist?list=PLH5ceSK_aebtVUk8YGpxj5b-CQonu7SzA\nКалендарь Игромании - https://www.youtube.com/playlist?list=PLH5ceSK_aebtz7KePHd_yGzfyok8FFYII\n\nМы на других площадках:\nОфициальный сайт: http://www.igromania.ru\nTwitch-канал: http://www.twitch.tv/igromania\nГруппа ВКонтакте - http://vk.com/igromania\nПаблик ВКонтакте - http://vk.com/igroman\nFacebook - https://www.facebook.com/Gamers2Gamers\nTwitter - https://twitter.com/igromania\nGoogle+ - https://plus.google.com/+игромания\nInstagram - http://instagram.com/igromania\nViber: http://chats.viber.com/igromania
3reeBu-wJM8,17.14.11,Марк и ДПС,Липецкмедиа,22,2017-11-13T08:40:59.000Z,[none],3013,7,2,0,https://i.ytimg.com/vi/3reeBu-wJM8/default.jpg,False,False,False,
92m-Pw6PaQk,17.14.11,КҮНБҮГҮН/ Бабанов РАЖдын лидерлигинен алынды,Жалбырак ТВ,25,2017-11-13T15:28:17.000Z,"жалбырак|""жалбырак тв""|""акыркы жанылыктар""|""кыргызстан жанылыктарысентябрь""|""сентябрь""|""тв""",35648,251,64,145,https://i.ytimg.com/vi/92m-Pw6PaQk/default.jpg,False,False,False,"Мы показываем то, о чем другие молчат. Узнай правду вместе с нами! Подписывайтесь на наш канал!"
k4ceprQ-G8c,17.14.11,Задорнов ПРОЩАЛЬНОЕ последнее Видео  Оказывается он знал и,Россия,25,2017-11-13T08:42:10.000Z,"Задорнов Умер|""Задорнов 2017""|""Задорнов прощальное видео""|""Задорнов похороны""|""Михаил Задорнов""|""Задорнов""|""Новости""|""Задорнов лучшее""|""Михаил Задорнов прощание""|""Михаил Задорнов похороны""|""Новости Сегодня""|""Новости 24""",52419,2099,80,227,https://i.ytimg.com/vi/k4ceprQ-G8c/default.jpg,False,False,False,Оказывается есть Прощальное видео Задорнов записал прощальное видео зная о своей болезни и просил опубликовать его после смерти.  Задорнов умер в 2017 году. Прожил Михаил Задорнов 70 лет. Похороны Задорнова возможно пройдут в Латвии.
6PLQ5kuE1L4,17.14.11,"Самое крупное поглощение. Что заменит Face ID? Microsoft Спасает 3,5мм Джек и другие новости!",Кик Обзор,28,2017-11-13T15:14:10.000Z,"кик|""обзор""|""kik""|""obzor""|""kikobzor""|""новостной""|""дайджест""|""техника""|""наука""|""новости""|""смартфон""|""телефон""|""Microsoft""|""экзоскелет""|""5 мм Джек""|""Экзоскелет""|""Экзоскелеты""|""iphone x""|""smartphone""|""samsung""|""самсунг""|""ibm""|""intel""|""amd""|""Apple""|""touch id""|""face id""|""вилса обленился""|""вилсаком""",112171,7662,182,317,https://i.ytimg.com/vi/6PLQ5kuE1L4/default.jpg,False,False,False,"Скидка 15% на рюкзак-трансформер  XDDesignBobby Bizz по промокоду KIKOBZORв Inspectorgadgets.ru!\n\nКупить XDDesignBobbyBizz со скидкой - https://goo.gl/fL6TwA\n\nПодробный обзор на BobbyBizz - https://goo.gl/4s8e9p\n\nПодробная инструкция, как отличить оригинальный рюкзак от подделки - https://goo.gl/2gMM3n\n\nФанаты Apple начали возвращать iPhone X, Intel и AMD объединились, Новый Nokia 11\nhttps://youtu.be/DgrASLdwByM\n\nУдивительные предсказания IBM на 2017 год и что нас ждет в 2022 году!\nhttps://youtu.be/I3-0TWeif5c\n\nИЛОН МАСК НАШЕЛ ЗАМЕНУ СМАРТФОНАМ\nhttps://www.youtube.com/watch?v=b1OjfUMXyIA\n\nСамый безрамочный смартфон, проблема дисплеев iPhone и презентация Adobe MAX 2017\nhttps://youtu.be/DcxhO8sXj2M\n\nУ iPhone сломался калькулятор, Animoji судится с Apple, Утечки Samsung Galaxy S9\nhttps://www.youtube.com/watch?v=esw-ebHNvUY\n\nИстория компании Facebook\nhttps://www.youtube.com/watch?v=-z6QOCoyR5s\n\nИстория компании Intel\nhttps://www.youtube.com/watch?v=ZOHL37ijcJU\n\nБезрамочный Смартфон SONY | Ховерборд Калашникова | Hololens в действии\nhttps://www.youtube.com/watch?v=XRbr8TReCcU\n\n💵Экономьте на покупках вместе с LetyShops: http://bit.ly/kik_letyshops\n💵Расширение Letyshops для Chrome: http://bit.ly/letyshopsextention\n\n📲Кик Обзор\nhttp://www.t.me/kikobzor\nhttps://www.vk.com/kikobzor\nhttps://www.instagram.com/kikobzor\nhttps://www.facebook.com/kikobzor\nhttps://www.twitter.com/kikobzor\nhttp://www.kikobzor.ru"
JcO83xX3x2A,17.14.11,"Всё о гигантах из фильма Конг: Остров Черепа (виды, биология, способности)",Звездный Капитан,24,2017-11-13T07:00:00.000Z,"Конг|""звездный капитан""|""капитан""|""Остров Черепа""|""фильм конг""|""фильм остров черепа""|""конг остров черепа""|""кинг конг""|""кайдзю""|""конг кайдзю""|""остров черепа гиганты""|""существа остров черепа""|""конг способности""|""кинг конг способности""|""всё о""|""всё о конге""|""всё о кайдзю""|""буйвол""|""кальмар""|""богомол""|""Skull Island""|""Kong""|""Kong Skull Island""|""Рождение Конга""|""странные существа""|""гигантские существа""|""гиганты""|""фильмы о гигантских существах""",119602,7469,96,434,https://i.ytimg.com/vi/JcO83xX3x2A/default.jpg,False,False,False,"Е-каталог. Сравнение цен (Россия): https://goo.gl/bRv1Cy\nЕ-каталог. Сравнение цен (Украина): https://goo.gl/DAqGkw\n\nВ данном видео вы узнаете всё, что известно о Кайдзю (странных гигантских существах), живущих на Острове Черепа - о Гигантских Буйволах, Болотных Кальмарах, Споровых Богомолах, Матерях Долгоножках и Листокрылах. Об их физиологии, способностях и о многом другом.\nКонг (будущий Кинг Конг) будет рассмотрен в отдельном видео.\n\nЗВЕЗДНЫЙ КАПИТАН ВКОНТАКТЕ - https://vk.com/zvyezdnyykapitantv\n\nИнформация взята из:\n1) Фильм Конг: Остров Черепа (Kong: Skull Island).\n2) Комикс Рождение Конга.\n3) Официальный сайт вселенной.\n4) Официальные энциклопедии (электронные и бумажные).\n5) Интервью с создателями.\n\nЕсли вам понравилось - подписывайтесь на канал и ставьте палец вверх!"
#NAME?,17.14.11,HextraCoin – инвестиция 1100$ в мощный аналог BitConnect.,КриптоЛихорадка,27,2017-11-13T15:37:05.000Z,"hextracoin|""hextra coin""|""hextracoin lending""|""hextracoin отзывы""|""hextracoin gold""|""hxt""|""hextracoin.co""|""hextracoin.com""|""bitconnect""|""битконект""|""bitconnect coin""|""bcc""|""regalcoin""|""regal coin""|""ethconnect""|""westerncoin""|""western coin""|""goldrewards""|""gold rewards""|""ethereum""|""bitcoin""|""hyip""|""mlm""|""ico""|""биткоин""|""эфириум""|""криптовалюта""|""заработать биткоин""|""заработок криптовалют""|""заработок""",4606,178,3,20,https://i.ytimg.com/vi/-WusEl400qw/default.jpg,False,False,False,"🔗 Ссылка для регистрации в HextraCoin: https://hextracoin.co/register?referrer=cryptoinvestor\n👍 Telegramm чат: https://t.me/crypto_fever\n\n0:46 – ICO HextraCoin\n1:31 – курс HXT\n2:21 – недо scam HextraCoin\n3:47 – полноценный запуск внутренней биржи и вывода средств\n7:12 – способы заработка на hextracoin.co\n9:23 – cколько можно заработать проинвестировал в Lending\n12:36 -  акция на HextraCoin Gold до 25 декабря 2017 года\n15:00 – пополнение кошелька, обмен btc на hxt, инвестиция в лендинг\n.\n.\n.\n.\n.\n.\n.\n.\nhextracoin, hextra coin, hextracoin lending, hextracoin отзывы, hextracoin gold, hxt, hextracoin.co, hextracoin.com, bitconnect, битконект, bitconnect coin, bcc, regalcoin, regal coin, ethconnect, westerncoin, western coin, goldrewards, gold rewards, ethereum, bitcoin, hyip, mlm, ico, биткоин, эфириум, криптовалюта, заработать биткоин, заработок криптовалют, заработок"
23UX-S7ou1k,17.14.11,ИКЕА🎄 НОВЫЙ ГОД 2018❤ НОВИНКИ НОЯБРЬ IKEA❤ТИП ТОП ТВ,TIP TOP TV,22,2017-11-13T09:57:27.000Z,"икеа|""тип топ тв""|""IKEA""|""новый год""|""2018""|""покупки к новому году""|""подарки к новому году""|""что купить к новому году""|""новинки в икее""|""обзор полочек""|""обзор новинок""|""икеа ноябрь""|""икеа декабрь""|""икеа зима""|""икея""|""фикс прайс""|""покупки для дома""|""покупки""|""ikea""",14622,503,36,64,https://i.ytimg.com/vi/23UX-S7ou1k/default.jpg,False,False,False,"ИКЕА🎄 НОВЫЙ ГОД 2018❤ НОВИНКИ НОЯБРЬ IKEA❤ТИП ТОП ТВ\nКАК МЕНЯ НАЙТИ:\nподписаться на канал TIP TOP TV http://goo.gl/72cgbw\nгруппа ВК https://vk.com/club114787068\nя в ВК https://vk.com/id318570959\ninstagram tip_top_tv \nhttps://www.instagram.com/tip_top_tv/\nгруппа в ОК https://goo.gl/7Q82lB\nмоя партнерка, подключайтесь и зарабатывайте! http://join.air.io/TipTopTV\n***\nПОЛЕЗНЫЕ СЕРВИСЫ:\nПолучайте как и я кэшбэк с покупок в интернете, зарегистрируйтесь в программе ЛетиШоп по ссылке:  https://goo.gl/5z8D95 Не забывайте подтверждать получение посылки или товара в личном кабинете!\n***\nПЛЕЙЛИСТЫ:\nМОЙ ОГОРОД https://goo.gl/LJasB0\n***\nФИКС ПРАЙС https://goo.gl/Z3FaK1\n***\nРЕЦЕПТЫ https://goo.gl/OeTVZg\n***\nИКЕА https://goo.gl/uojIOG\n***\nАЛИЭКСПРЕСС https://goo.gl/tfYSJB\n***\nМАГАЗИН МЕТРО https://goo.gl/toRcEQ\n***\nДЕНЬ ВЛЮБЛЕННЫХ DIY https://goo.gl/SPbN5e\n***\nНОВЫЙ ГОД И РОЖДЕСТВО https://goo.gl/xraJBJ\n***\nПАСХА https://goo.gl/KT5oTu\n***\nРАЗНОЕ И КОНКУРСЫ https://goo.gl/fxoEpG\n***"
4ame0qd4how,17.14.11,お昼寝の前にお話しないと眠れない猫♥♥猫との会話を楽しむ動画 Conversation with a cat,Afro Blue,15,2016-07-12T08:38:30.000Z,"猫|""ねこ""|""ネコ""|""ぬこ""|""元野良猫""|""喜ぶ""|""嬉しい""|""お返事""|""おもしろ""|""おもしろ猫""|""猫の鳴き声""|""可愛い鳴き声""|""笑える""|""可笑しい""|""眠い""|""お昼寝""|""ほのぼの""|""寝姿""|""甘える""|""甘えっこ""|""ユニーク""|""懐く""|""人懐こい""|""まったり""|""眠い猫""|""かわいい""|""可愛い猫""|""話しかける""|""お喋り""|""会話""|""理解""|""言葉""|""鳴き声""|""Cats""|""LOL""|""funny""|""cute""|""unique""|""Animal""|""Animals""|""Pets""|""mew""|""meow""|"".purr""|""猫動画""|""猫との会話""|""楽しむ""|""猫ビデオ""",1390596,9816,246,554,https://i.ytimg.com/vi/4ame0qd4how/default.jpg,False,False,False,[English Subtitles]   お昼寝する前に子供に絵本を読んであげるのと同じ状態です！\n話し掛けられるのが好きで、お返事も強弱を入れてしますよW\nConversation with a cat\n★お返事する猫は言葉を理解しているように見えるよw猫との会話を楽しむ動画 \nhttps://youtu.be/c1kpFWBLmmQ
3ecLaNBotz0,17.14.11,ШЕСТЬДЕСЯТ РАЗ КУ!/INFINITI Q60/БОЛЬШОЙ ТЕСТ ДРАЙВ,Большой тест-драйв,2,2017-11-13T14:15:10.000Z,"стиллавин|""вахидов""|""авто""|""машины""|""тест""|""автомобили""|""юмор""|""тачки""|""обзор""|""review""|""инфинити""|""infinitiq60""|""q60""|""infiniti""",56044,1973,186,213,https://i.ytimg.com/vi/3ecLaNBotz0/default.jpg,False,False,False,"Большой Тест Драйв протестировал спортивное купе от компании INFINITI - INFINITI Q60, которое готово дать бой автомобилям большой немецкой тройки. Какой получилась полностью новая модель от японского производителя, которая является самой доступной на рынке, смотрите в свежем выпуске БТД. \n\nПодписка на канал - http://www.youtube.com/user/stillavinlive?sub_confirmation=1\n\nНаш магазин - http://store.btdrive.ru\n\nНаш второй канал  - http://2.btdrive.ru\n\nПодкаст «Большой тест-драйв» - https://itun.es/ru/UdTgS.c\n\nTwitter: http://twitter.com/bigtestdrive\nG+: http://google.com/+stillavinpro\n Instagram: http://instagram.com/bigtestdrive \nFacebook: http://facebook.com/stillavinpro\nVkontakte: http://vk.com/btdriveru\n\nJOIN QUIZGROUP PARTNER PROGRAM: http://join.quizgroup.com/"
rFi4CwxdVv8,17.14.11,ХАЖДАГИ ИЛОН ВОКЕАСИ таъсирли ривоят,ZAMONA UZ tv,22,2017-11-13T17:07:00.000Z,"qiziqarli dunyo|""dunyo mo'jizalari""|""turfa olam""|""хайратланарли""|""voqealar""|""malumotlar""|""qiziqarli""|""o'zbek tilida""|""uzbeklife""|""telegram""|""uzbek kinolar""|""uzbek film""|""uzbek klip""|""o'zbekcha kinolar""|""uzbek kino 2017""|""yangi kino""|""uzbek music""|""узбек кинолар""|""узбекча клип""|""daxshat""|""uzbek prikol""|""buqiziq""|""yangikulgu""|""rizanovauz""|""хакида""|""ХАКИКАТ""|""ДАХШАТЛИ""|""ВОКЕА""|""СИРЛИ""|""замона уз""|""zamona uz""|""bilib qoygan yahshi""|""ХАЖДАГИ""|""ИЛОН""|""ВОКЕАСИ""|""таъсирли""|""ривоят""|""киз""|""кизлар""|""исломий""|""хаж сафари""|""арофат""|""каъба""|""хожилар""|""руза""",14915,603,6,21,https://i.ytimg.com/vi/rFi4CwxdVv8/default.jpg,False,False,False,ИККИНЧИ КАНАЛИМИЗГА ХАМ АЪЗО БУЛИШНИ УНУТМАНГ https://www.youtube.com/channel/UCr8X-Xgqw4ypmLyry8fruaw/videos\nДИҚҚАТ! Изохлардаги сўкинишлар ва хақоратлар автоматик равишда ўчирилиб изох эгаси БЛОКИРОВКА килинади!!!\nХАЖДАГИ ИЛОН ВОКЕАСИ таъсирли ривоят\nканалимизга обуна булиш ёддан чикмасин азизлар!
HHQteGs0M6w,17.14.11,Майкл Як - Независимая,Майкл Як,22,2017-11-12T05:05:49.000Z,"Стас Михайлов|""сильная и независимая""|""рассветы и туманы""|""кто я без тебя""|""myiagi""|""Ello""|""новый клип""|""Дима Билан""|""держи""|""топ пять""|""караоке русские песни""|""тренд""|""топ песен караоке""|""деспасито""|""голос""|""клипы 2017""|""клип""|""песни 2017""|""скачать музыку""|""скачать музыку бесплатно розовое вино""|""розовое вино""",48242,1505,268,108,https://i.ytimg.com/vi/HHQteGs0M6w/default.jpg,False,False,False,"Пeсня дoступна в iTunes и АpplеMusic: https://goo.gl/UAjtFM,\nа также в Google Play: https://goo.gl/TptPNa\n\nВ долгожданном музыкальном альбоме Майкл Як поёт о скоротечности времени, любви и свободе, о том, что волнует мужчину в современном мире, тонко подбирая слова и приводя в пример себя. Релиз пластинки намечен на начало 2018 года.\n\nПродюсерский Центр: iSTAR Production\nВидеопродакшн: Optimum Pro\nРежиссер: Оксана Рассказова \nОператор: Антон Трушников"
M0a7fhkAq4U,17.14.11,Путин Рассказал всем когда на Руси жить хорошо станет ждем 2018 Смотреть всем,Волшебная Россия,22,2017-11-12T10:38:13.000Z,"Медведев|""Путин""|""Навальный""|""Жириновский""|""Собчак""|""Власть""|""Коррупция""|""Депутаты""|""Политика""|""Вести""|""Новости""|""СМИ""|""Крым""|""Украина""|""Смотреть всем""|""Жесть""|""Шок""|""Вся правда""|""Топ""|""Тренд""|""Срочно""|""Выборы""|""Сегодня""",80179,3046,347,991,https://i.ytimg.com/vi/M0a7fhkAq4U/default.jpg,False,False,False,"Путин о зарплатах в стране!\nМнение Путина, как прожить на зарплату учителя!\nВся правда про индексации зарплат!\nВсе изменится в 2018 году. Ждите все!!! =)"
WLXbLeoC37Y,17.14.11,Мощное землетрясение Ирак и Иран 12.11.2017 первые кадры. Earthquake on Iran-Iraq border. زلزله,ToPic,29,2017-11-13T06:43:32.000Z,"Канал ToPic|""ToPic""|""землетрясение Ирак""|""землетрясение в иране""|""землетрясение 12.11.2017""|""первые кадры""|""Earthquake""|""Earthquake on Iran-Iraq""|""زلزله""|""землетрясение сегодня""|""Мощное землетрясение Ирак""|""Дарбандихан""|""کارمندانه""|""سلیمانیه""|""Сулеймания""|""землетрясение ближний восток""|""землетрясение 13 ноября 2017""|""Ирак""|""Иран""|""Иран 12.11.2017""",25075,118,10,49,https://i.ytimg.com/vi/WLXbLeoC37Y/default.jpg,False,False,False,"Мощное землетрясение Ирак и Иран 12.11.2017 первые кадры. Earthquake on Iran-Iraq border. زلزله\n\nВ результате мощного землетрясения магнитудой 7,3, которое произошло на границе между Ираном и Ираком и ощущалось в Турции, Кувейте, Объединенных Арабских Эмиратах и других странах\nПо данным Геологической службы США, эпицентр землетрясения располагался в 19,7 км к юго-востоку от города Дарбандихан в иракской мухафазе Сулеймания. Очаг сейсмособытия залегал на глубине 25 км. Колебания земной коры были зафиксированы 12 ноября в 18:18 по Гринвичу.\n\n#КаналToPic #ToPic #ЗемлетрясениеИрак #ЗемлетрясениеВИране #Earthquake #EarthquakeOnIranIraq"
